State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total eve minutes,Total eve calls,Total night minutes,Total night calls,Total intl minutes,Total intl calls,Customer service calls,Churn
ID,56.0,510,No,No,0,150.9,79.0,161.8,87.0,167.7,115,11.7,5.0,3.0,False
TX,64.0,415,No,No,0,168.0,116.0,192.4,94.0,166.5,98,10.1,3.0,2.0,False
MT,116.0,415,No,Yes,35,182.8,122.0,212.7,119.0,193.8,103,11.0,2.0,1.0,False
PA,101.0,415,Yes,No,0,193.7,108.0,186.6,98.0,223.0,100,11.6,8.0,0.0,False
RI,85.0,415,Yes,No,0,197.2,97.0,211.7,115.0,210.1,133,8.3,4.0,3.5,False
NH,90.0,415,No,No,0,76.1,121.0,290.3,73.0,236.9,89,10.8,3.0,0.0,False
UT,73.0,415,No,No,0,182.3,115.0,199.2,97.0,120.2,113,17.5,5.0,1.0,False
NH,55.0,408,No,Yes,20,189.3,95.0,118.6,113.0,250.2,102,12.5,4.0,2.0,False
AK,76.0,415,No,Yes,22,160.1,107.0,168.7,136.0,64.54999999999998,102,9.5,4.0,3.0,False
AZ,157.0,415,No,No,0,220.7,105.0,119.3,127.0,165.1,113,11.5,7.0,3.5,False
NJ,131.0,415,No,No,0,211.8,115.0,260.5,102.0,144.2,96,10.8,7.0,0.0,False
MI,51.0,415,No,No,0,229.7,129.0,336.0,104.0,192.8,128,9.6,1.0,1.0,True
ID,166.0,415,No,No,0,220.7,106.0,177.8,118.0,206.1,102,12.4,9.0,1.0,False
OR,66.0,408,No,No,0,87.6,76.0,262.0,111.0,184.6,125,9.2,5.0,1.0,False
UT,49.0,415,No,No,0,266.3,90.0,207.8,117.0,205.0,98,14.0,2.0,2.0,True
LA,89.0,415,No,No,0,141.1,92.0,249.1,126.0,136.0,73,10.8,2.0,2.0,False
WI,90.0,415,No,No,0,200.9,92.0,164.3,91.0,249.0,98,8.9,7.0,1.0,False
ID,193.0,415,No,No,0,96.8,92.0,142.6,103.0,210.1,115,10.9,5.0,2.0,True
TN,114.0,510,No,No,0,172.0,145.0,276.4,101.0,193.7,100,10.1,9.0,1.0,False
NV,7.0,408,No,Yes,30,221.4,114.0,165.8,116.0,247.0,105,10.8,10.5,1.0,False
WY,71.0,415,No,No,0,243.7,124.0,63.54999999999997,90.0,189.0,129,11.3,2.0,0.0,False
IL,31.0,415,No,Yes,28,210.5,101.0,250.5,86.0,241.6,125,11.5,2.0,1.0,False
MA,111.0,415,No,No,0,284.4,89.0,157.0,113.0,242.8,91,8.4,8.0,0.0,True
AZ,97.0,408,No,No,0,169.7,84.0,165.9,86.0,191.9,83,12.8,6.0,3.0,False
ND,51.0,510,No,No,0,227.2,89.0,194.4,106.0,243.4,126,14.9,2.0,0.0,False
SD,86.0,415,No,No,0,223.9,75.0,155.7,109.0,150.2,143,7.3,9.0,1.0,False
ND,190.0,415,No,No,0,169.4,102.0,253.5,113.0,197.1,93,8.9,5.0,1.0,False
CT,80.0,408,No,No,0,118.1,90.0,144.3,77.0,225.1,86,8.2,6.0,1.0,False
MO,36.0,415,No,No,0,202.4,115.0,230.7,115.0,202.0,127,10.2,2.0,3.0,False
NJ,45.0,510,No,No,0,155.7,110.0,260.3,103.0,192.2,98,11.0,1.0,1.0,False
NC,170.0,415,No,No,0,246.4,107.0,228.1,124.0,166.4,95,9.1,8.0,0.0,False
UT,103.0,415,No,No,0,189.8,110.0,115.5,83.0,191.3,103,12.2,4.0,0.0,False
WI,112.0,408,No,No,0,167.8,88.0,247.9,81.0,155.1,108,11.9,4.0,0.0,False
MT,125.0,510,No,No,0,143.2,80.0,88.1,94.0,233.2,135,8.8,7.0,3.5,True
MS,73.0,415,No,Yes,31,82.3,105.0,256.1,91.0,229.6,98,11.8,2.0,3.5,True
NM,206.5,408,No,No,0,165.6,104.0,195.9,115.0,118.3,77,11.8,3.0,1.0,False
SD,95.0,408,No,Yes,20,165.7,78.0,215.6,94.0,243.3,91,9.8,6.0,0.0,False
VA,182.0,415,No,No,0,176.1,90.0,174.9,106.0,234.7,134,9.7,4.0,1.0,False
NM,55.0,510,No,No,0,119.7,148.0,231.8,96.0,222.3,113,4.6,2.0,2.0,False
VA,86.0,415,No,Yes,30,99.9,84.0,263.5,125.0,254.7,90,9.8,7.0,2.0,False
NJ,127.0,510,No,No,0,239.8,107.0,128.9,121.0,249.9,110,11.3,5.0,1.0,False
TN,63.0,415,No,No,0,164.5,75.0,147.9,118.0,252.7,97,11.2,2.0,0.0,False
MI,79.0,510,No,No,0,220.9,107.0,192.2,97.0,161.0,74,12.2,2.0,1.0,False
LA,111.0,415,No,Yes,28,128.8,104.0,157.3,52.0,147.4,76,10.3,2.0,2.0,False
NH,121.0,510,No,Yes,35,193.8,62.0,197.6,97.0,218.8,95,5.9,4.0,0.0,False
RI,112.0,415,No,No,0,168.6,102.0,298.0,117.0,194.7,110,9.8,5.0,1.0,False
LA,81.0,415,No,Yes,36,115.9,120.0,236.6,95.0,255.0,90,11.7,6.0,3.0,False
AZ,72.0,510,No,No,0,272.4,88.0,107.9,125.0,185.5,81,12.7,2.0,0.0,False
SC,64.0,510,No,Yes,40,210.0,116.0,232.7,89.0,168.8,94,5.9,4.0,3.5,False
MD,163.0,408,No,No,0,223.0,120.0,227.0,98.0,188.3,125,8.8,5.0,1.0,False
WA,104.0,415,No,No,0,139.7,78.0,202.6,119.0,203.6,102,11.3,5.0,2.0,False
CA,93.0,510,No,Yes,19,136.8,113.0,179.5,105.0,71.1,95,12.5,3.0,2.0,False
NJ,197.0,510,No,No,0,154.8,111.0,171.5,102.0,227.3,86,10.6,2.0,3.0,False
AR,57.0,510,No,No,0,192.8,68.0,158.0,86.0,235.5,105,12.7,6.0,1.0,False
CT,107.0,408,No,No,0,103.4,94.0,189.3,125.0,227.2,125,14.4,3.0,1.0,False
SD,75.0,408,No,No,0,147.5,110.0,191.7,97.0,135.0,68,16.4,3.0,2.0,False
FL,106.0,408,No,No,0,178.4,143.0,247.0,123.0,259.9,105,9.6,2.0,0.0,False
MS,70.0,408,No,No,0,148.4,110.0,267.1,90.0,151.5,101,8.9,4.0,0.0,False
MA,80.0,408,No,No,0,148.6,106.0,210.8,65.0,203.7,86,10.0,2.0,2.0,False
VT,137.0,510,No,No,0,97.5,95.0,195.8,82.0,288.8,78,3.1000000000000005,0.0,1.0,False
IL,90.0,415,No,Yes,29,185.6,106.0,219.7,113.0,152.1,120,11.1,5.0,2.0,False
CT,30.0,408,No,No,0,137.6,108.0,162.0,80.0,187.7,126,5.8,10.0,3.0,False
KS,105.0,415,Yes,No,0,273.9,119.0,278.6,103.0,255.3,90,10.9,7.0,1.0,True
MA,102.0,415,No,Yes,31,125.3,92.0,141.2,108.0,168.2,68,6.3,2.0,3.0,False
NJ,83.0,415,No,No,0,178.8,102.0,167.9,84.0,178.9,65,8.6,4.0,3.0,False
AR,63.0,510,No,Yes,49,214.9,86.0,198.2,89.0,170.8,139,8.2,5.0,0.0,False
MS,155.0,408,No,No,0,163.0,93.0,203.9,102.0,159.0,109,15.1,4.0,2.0,False
ME,105.0,408,No,No,0,115.5,73.0,267.3,83.0,114.2,90,13.3,5.0,3.0,False
IA,73.0,415,No,No,0,137.1,102.0,210.8,114.0,191.4,120,11.1,4.0,1.0,False
NM,21.0,415,No,Yes,19,132.7,94.0,204.6,101.0,154.7,78,12.9,7.0,3.0,False
TX,71.0,415,No,Yes,39,183.2,103.0,209.4,111.0,172.4,109,11.9,6.0,1.0,False
KY,112.0,415,No,No,0,170.5,113.0,193.2,129.0,188.0,91,11.2,6.0,0.0,False
AZ,66.0,510,No,No,0,154.0,133.0,198.9,121.0,151.9,100,9.5,3.0,3.5,True
TN,99.0,408,No,No,0,54.8,92.0,173.0,103.0,195.1,125,7.5,3.0,1.0,False
WV,124.0,510,No,No,0,184.8,74.0,175.1,84.0,158.2,95,10.5,6.0,1.0,False
CT,95.0,415,No,Yes,36,283.1,112.0,286.2,86.0,261.7,129,11.3,3.0,3.0,False
NH,130.0,408,No,No,0,68.4,86.0,193.3,110.0,171.5,139,10.4,4.0,0.0,False
MD,93.0,510,Yes,No,0,131.4,78.0,219.7,106.0,155.7,103,11.1,2.0,1.0,True
WV,191.0,408,No,No,0,162.0,104.0,241.2,120.0,210.4,83,10.9,7.0,1.0,False
KY,88.0,415,No,No,0,148.2,82.0,308.7,67.0,235.4,79,6.4,4.0,2.0,False
WY,16.0,415,No,No,0,174.7,83.0,280.8,122.0,171.7,80,10.5,8.0,3.5,False
GA,107.0,510,No,No,0,194.5,97.0,186.3,131.0,178.3,106,12.7,1.0,2.0,False
AK,96.0,408,No,Yes,29,150.0,91.0,159.4,75.0,228.1,55,8.5,3.0,1.0,False
CT,163.0,408,No,Yes,40,231.9,56.0,211.8,91.0,268.5,74,12.3,3.0,2.0,False
OR,95.0,415,No,No,0,269.0,120.0,233.7,120.0,179.3,61,7.3,4.0,2.0,True
OK,123.0,415,No,Yes,27,198.7,127.0,249.0,105.0,173.2,124,12.5,5.0,1.0,False
MA,34.0,415,No,No,0,293.7,89.0,272.5,71.0,178.2,76,11.0,10.0,2.0,True
DE,96.0,415,No,Yes,26,175.8,96.0,206.6,84.0,178.0,105,11.1,2.0,2.0,False
OH,146.0,415,No,No,0,169.5,93.0,230.9,71.0,269.8,115,9.0,7.0,2.0,False
ID,138.0,415,Yes,Yes,17,225.2,116.0,173.4,88.0,145.8,99,11.7,4.0,0.0,False
MO,76.0,510,No,No,0,129.7,84.0,177.5,80.0,228.9,87,7.5,3.0,3.5,True
NC,83.0,510,No,Yes,36,95.9,87.0,261.6,105.0,228.6,109,13.3,4.0,0.0,False
HI,104.0,408,No,No,0,170.6,97.0,162.1,111.0,210.7,131,6.1,1.0,1.0,False
NJ,106.0,415,No,No,0,191.4,124.0,200.7,116.0,230.1,76,8.2,3.0,1.0,False
MS,84.0,510,No,No,0,75.3,96.0,179.9,113.0,193.8,134,12.3,1.0,1.0,False
MN,99.0,408,No,No,0,128.8,86.0,203.9,105.0,282.6,131,14.1,4.0,2.0,False
RI,134.0,415,No,No,0,141.7,95.0,205.6,101.0,218.5,60,8.8,6.0,0.0,False
NJ,80.0,415,No,No,0,268.7,120.0,301.0,147.0,167.0,140,5.8,1.0,2.0,True
MN,85.0,415,No,No,0,255.3,114.0,194.6,83.0,276.6,78,3.7,5.0,3.0,False
WI,120.0,408,No,Yes,26,239.4,94.0,259.4,88.0,238.0,132,7.7,3.0,0.0,False
KS,120.0,510,No,No,0,158.0,110.0,197.0,103.0,154.9,132,10.0,5.0,1.0,False
NJ,125.0,415,No,No,0,182.3,64.0,139.8,121.0,171.6,96,11.6,7.0,2.0,False
ND,118.0,415,No,Yes,39,91.5,125.0,219.9,113.0,229.0,99,12.7,8.0,2.0,False
WY,62.0,415,No,No,0,172.4,132.0,230.5,100.0,228.2,109,11.0,5.0,0.0,False
LA,112.0,510,No,No,0,174.5,127.0,259.3,71.0,170.5,120,11.3,7.0,1.0,False
AL,68.0,510,No,No,0,157.3,83.0,220.9,85.0,218.9,129,12.0,7.0,1.0,False
TX,201.0,415,No,Yes,21,192.0,97.0,239.1,81.0,116.1,125,15.1,3.0,1.0,False
AR,116.0,510,No,No,0,160.7,69.0,146.8,106.0,287.8,144,8.2,5.0,0.0,False
GA,133.0,510,No,No,0,227.4,90.0,73.2,135.0,114.3,99,4.7,7.0,0.0,False
KY,125.0,408,No,No,0,191.6,115.0,205.6,108.0,210.2,123,9.2,3.0,2.0,False
NE,21.0,510,No,No,0,225.0,110.0,244.2,111.0,221.2,93,10.7,4.0,0.0,False
ND,110.0,408,No,No,0,196.1,103.0,199.7,123.0,135.9,71,12.9,1.0,3.0,False
NH,83.0,415,No,No,0,231.3,100.0,210.4,84.0,217.4,106,12.4,2.0,3.0,False
IN,101.0,415,No,Yes,42,209.2,82.0,159.7,74.0,181.6,100,9.5,3.0,0.0,False
OR,117.0,415,No,Yes,17,221.3,82.0,167.6,100.0,262.7,87,4.4,4.0,0.0,False
OH,127.0,408,No,No,0,139.6,94.0,240.9,112.0,127.1,88,8.8,4.0,2.0,False
KS,138.0,510,No,Yes,26,183.9,83.0,240.7,93.0,185.7,125,15.0,3.0,1.0,False
TX,120.0,415,No,No,0,203.3,108.0,259.9,66.0,115.9,103,7.8,2.0,3.0,False
DC,141.0,415,No,Yes,37,185.4,87.0,178.5,128.0,218.3,107,8.0,3.0,3.5,False
OR,87.0,510,No,Yes,22,240.8,102.0,75.9,106.0,224.6,115,7.1,3.0,2.0,False
WA,97.0,408,No,No,0,276.1,82.0,201.1,106.0,231.3,73,8.9,4.0,0.0,True
NC,162.0,408,No,Yes,26,179.7,144.0,218.1,129.0,212.3,105,9.3,8.0,1.0,True
TX,119.0,510,No,No,0,81.9,75.0,253.8,114.0,213.1,125,8.9,1.0,2.0,True
WI,107.0,510,No,Yes,25,248.6,91.0,119.3,115.0,194.3,83,12.0,1.0,1.0,False
SC,140.0,510,No,Yes,28,157.1,77.0,172.4,97.0,184.5,94,11.1,9.0,1.0,False
SD,91.0,415,No,No,0,153.0,123.0,141.1,127.0,171.5,76,10.3,10.5,1.0,True
OH,135.0,415,No,No,0,218.8,123.0,242.8,64.0,85.8,80,10.3,3.0,3.5,False
HI,86.0,408,No,Yes,21,197.9,99.0,165.6,100.0,208.0,120,10.1,9.0,0.0,False
KY,131.0,415,No,No,0,166.5,129.0,210.2,107.0,257.2,93,9.9,5.0,1.0,False
OH,86.0,415,No,Yes,29,225.4,79.0,187.1,112.0,281.1,112,12.9,3.0,1.0,False
AL,85.0,415,No,No,0,210.3,66.0,195.8,76.0,221.6,82,11.2,7.0,1.0,False
VT,195.0,415,No,Yes,36,231.7,110.0,225.1,88.0,201.7,89,12.1,2.0,0.0,False
ND,177.0,408,No,No,0,189.5,99.0,176.3,117.0,225.9,112,14.2,2.0,1.0,False
WA,100.0,408,No,No,0,70.8,94.0,215.6,102.0,230.8,125,9.5,1.0,3.5,True
CT,124.0,415,No,No,0,131.8,82.0,284.3,119.0,305.5,101,11.3,2.0,1.0,False
DE,81.0,510,Yes,No,0,250.6,85.0,187.9,50.0,120.3,131,7.8,5.0,1.0,False
HI,105.0,415,No,No,0,281.3,124.0,301.5,96.0,202.8,109,8.7,3.0,0.0,True
MI,126.0,415,Yes,Yes,26,129.3,123.0,176.5,114.0,154.5,102,9.6,7.0,1.0,False
ND,71.0,510,No,No,0,238.0,82.0,278.5,94.0,193.1,134,11.8,10.0,0.0,True
NE,139.0,415,No,No,0,211.1,103.0,206.9,108.0,193.9,70,5.6,4.0,0.0,False
NE,77.0,415,No,No,0,169.4,102.0,184.9,144.0,234.3,89,3.1000000000000005,7.0,1.0,False
KY,72.0,408,No,No,0,177.1,97.0,184.7,105.0,174.1,94,8.0,6.0,1.0,False
KS,74.0,415,No,Yes,32,174.6,107.0,310.6,115.0,234.7,92,9.0,4.0,1.0,False
ND,124.0,415,No,No,0,150.3,101.0,255.9,112.0,136.7,62,12.5,4.0,2.0,False
KY,113.0,408,No,Yes,20,157.8,83.0,161.5,56.0,271.5,100,8.7,2.0,3.5,True
ME,66.0,510,No,No,0,118.0,133.0,248.1,99.0,214.4,122,5.3,5.0,1.0,False
MT,124.0,415,No,Yes,30,144.5,46.5,262.3,101.0,226.5,82,12.0,7.0,2.0,False
IL,134.0,408,No,No,0,183.8,111.0,123.5,92.0,160.7,105,6.1,2.0,1.0,False
ME,41.0,415,No,Yes,30,191.7,109.0,193.0,86.0,149.4,93,11.1,4.0,1.0,False
SC,159.0,415,No,Yes,23,153.6,93.0,216.9,88.0,161.3,91,12.6,3.0,2.0,False
IL,87.0,408,Yes,Yes,36,171.2,138.0,185.8,102.0,227.6,97,10.8,3.0,1.0,False
WA,132.0,415,No,No,0,240.1,115.0,180.4,91.0,133.4,122,8.0,6.0,3.0,False
NE,86.0,408,No,No,0,83.8,121.0,240.2,96.0,158.6,108,6.7,8.0,1.0,False
IL,55.0,415,Yes,No,0,269.6,121.0,171.7,91.0,219.0,98,8.2,6.0,1.0,False
VT,101.0,415,No,No,0,136.2,92.0,220.9,110.0,196.9,116,13.3,7.0,3.0,False
KS,94.0,408,No,No,0,269.2,104.0,193.8,144.0,257.6,61,8.9,2.0,3.0,True
ND,68.0,408,No,No,0,219.6,97.0,141.1,144.0,205.7,101,10.8,4.0,2.0,False
CO,98.0,408,No,No,0,236.2,122.0,189.4,110.0,153.6,104,13.3,4.0,0.0,False
TX,123.0,408,No,No,0,260.9,85.0,168.5,103.0,178.3,91,13.3,5.0,3.0,False
CA,111.0,408,No,No,0,249.8,109.0,242.4,106.0,231.8,78,11.6,4.0,0.0,True
MS,69.0,510,No,Yes,27,268.8,78.0,246.6,89.0,271.9,102,16.4,3.0,0.0,False
RI,127.0,415,No,Yes,27,140.1,59.0,223.4,111.0,257.9,73,3.8,10.0,1.0,False
NM,105.0,415,No,No,0,193.7,108.0,183.2,124.0,293.7,72,10.8,5.0,1.0,False
VA,75.0,415,No,No,0,224.7,116.0,192.0,79.0,212.2,98,11.3,10.5,3.0,False
TX,126.0,415,No,No,0,190.9,143.0,149.7,72.0,191.4,87,13.0,3.0,1.0,False
NM,41.0,415,No,No,0,232.1,74.0,327.1,88.0,226.5,119,10.9,2.0,3.0,True
RI,113.0,415,No,No,0,90.6,130.0,170.6,100.0,137.4,74,5.4,9.0,1.0,False
NY,78.0,510,No,No,0,152.9,81.0,256.6,82.0,173.6,112,5.3,6.0,2.0,False
WA,110.0,415,No,No,0,241.2,105.0,174.3,85.0,245.3,59,8.5,4.0,2.0,False
NE,112.0,415,Yes,Yes,16,200.3,72.0,197.8,91.0,151.1,92,10.4,3.0,1.0,False
ID,104.0,510,No,No,0,97.2,88.0,155.6,85.0,261.6,105,12.4,5.0,0.0,False
WV,127.0,510,No,No,0,224.3,112.0,185.7,103.0,159.4,83,10.0,1.0,2.0,False
NE,61.0,408,No,No,0,267.1,104.0,180.4,131.0,230.6,106,17.3,4.0,1.0,True
RI,65.0,415,No,Yes,29,215.5,129.0,161.9,77.0,128.3,91,8.8,5.0,2.0,False
CT,152.0,408,No,Yes,20,239.1,105.0,209.1,111.0,268.2,130,13.3,3.0,3.5,False
RI,63.0,415,Yes,No,0,62.9,112.0,202.9,111.0,259.0,58,8.9,8.0,1.0,False
IA,100.0,408,No,No,0,210.9,85.0,329.3,69.0,127.1,78,9.4,5.0,3.5,False
MS,29.0,510,No,No,0,313.2,103.0,216.3,151.0,218.4,106,12.8,4.0,2.0,True
ME,175.0,415,No,No,0,132.0,95.0,231.2,74.0,313.4,108,8.7,10.0,1.0,False
MS,98.0,415,Yes,Yes,23,245.5,54.0,292.7,83.0,184.0,90,10.8,7.0,1.0,False
VA,121.0,415,No,No,0,134.1,112.0,195.1,104.0,159.6,139,10.5,2.0,2.0,False
PA,104.0,415,No,No,0,144.5,107.0,180.5,85.0,226.0,94,17.0,6.0,2.0,False
NE,123.0,415,No,No,0,150.0,98.0,89.8,95.0,326.0,91,11.1,3.0,3.0,False
MI,61.0,415,No,Yes,33,270.7,53.0,200.7,116.0,201.7,102,10.9,3.0,3.0,False
MD,160.0,415,No,No,0,256.0,111.0,187.4,61.0,119.1,81,11.5,4.0,3.0,False
AR,153.0,408,No,No,0,154.6,56.0,263.0,84.0,337.75,89,15.5,2.0,1.0,False
FL,31.0,510,No,No,0,165.4,84.0,203.7,107.0,201.7,65,8.2,1.0,1.0,False
KY,122.0,415,No,No,0,168.3,96.0,87.6,91.0,247.2,87,8.4,6.0,1.0,False
IN,46.0,415,No,Yes,34,191.4,102.0,338.35,96.0,147.5,132,7.2,2.0,1.0,False
FL,103.0,415,No,No,0,158.7,90.0,198.4,117.0,181.1,76,10.5,4.0,1.0,False
IL,68.0,415,Yes,Yes,29,195.5,113.0,171.6,96.0,204.0,85,13.5,9.0,1.0,True
AL,149.0,415,No,Yes,20,264.4,102.0,219.6,123.0,200.4,89,11.3,3.0,2.0,False
MT,102.0,408,No,No,0,273.2,85.0,211.1,82.0,203.7,129,13.1,7.0,2.0,True
WI,153.0,510,No,No,0,159.5,103.0,275.5,90.0,176.7,126,10.1,2.0,1.0,True
NY,122.0,510,No,No,0,145.6,102.0,284.7,111.0,228.2,91,12.2,5.0,0.0,False
WY,127.0,510,Yes,No,0,247.5,99.0,108.5,118.0,232.0,72,10.6,3.0,2.0,False
NY,126.0,415,Yes,No,0,239.7,87.0,281.7,92.0,183.5,113,11.4,1.0,1.0,True
CO,90.0,408,No,No,0,109.9,102.0,220.8,114.0,104.0,133,10.9,6.0,0.0,False
CA,37.0,510,No,No,0,239.9,120.0,261.6,88.0,207.1,88,8.9,4.0,2.0,True
CO,132.0,415,No,No,0,197.8,66.0,133.9,119.0,177.3,94,10.9,3.0,3.5,True
KY,38.0,408,No,Yes,36,115.4,98.0,166.2,83.0,184.7,79,15.2,6.0,2.0,False
ID,92.0,415,No,No,0,197.2,113.0,242.3,116.0,192.0,76,11.0,5.0,2.0,False
HI,111.0,408,No,Yes,13,193.1,104.0,111.6,98.0,227.4,94,12.1,4.0,1.0,False
TX,121.0,415,No,Yes,31,263.1,70.0,279.3,118.0,127.1,143,9.7,4.0,3.5,False
GA,131.0,408,No,No,0,197.0,79.0,201.0,114.0,151.2,111,11.6,5.0,1.0,False
ME,19.0,415,No,No,0,201.5,123.0,129.2,110.0,220.6,98,12.9,4.0,1.0,False
OH,135.0,415,No,No,0,173.4,107.0,222.0,84.0,64.54999999999998,94,13.7,6.0,1.0,False
TN,129.0,408,No,No,0,101.4,145.0,249.1,116.0,157.6,107,7.1,6.0,1.0,False
VT,142.0,415,No,No,0,232.5,74.0,181.8,142.0,203.1,86,10.4,6.0,3.5,False
MD,130.0,415,No,Yes,45,174.5,120.0,217.5,95.0,220.3,67,12.2,2.0,1.0,False
NE,92.0,415,No,No,0,181.4,98.0,164.5,98.0,171.0,110,10.9,4.0,2.0,False
WY,146.0,415,No,Yes,11,180.7,82.0,173.7,90.0,231.5,89,10.1,4.0,2.0,False
WV,152.0,510,Yes,Yes,41,146.8,128.0,285.6,96.0,213.6,80,4.3,2.0,1.0,True
MS,189.0,415,No,No,0,227.8,124.0,169.5,112.0,201.1,91,5.6,4.0,3.0,False
OH,95.0,415,No,Yes,23,160.3,87.0,202.4,101.0,191.1,122,7.4,3.0,0.0,False
AK,1.0,408,No,No,0,175.2,74.0,151.7,79.0,230.5,109,5.3,3.0,1.0,False
IN,141.0,415,No,Yes,39,116.9,127.0,276.5,88.0,289.9,125,12.3,2.0,0.0,False
WA,111.0,510,No,No,0,152.2,114.0,137.2,102.0,185.9,97,9.8,3.0,0.0,False
RI,143.0,408,No,No,0,167.8,72.0,211.0,99.0,153.5,109,10.5,6.0,3.5,True
AL,148.0,415,No,Yes,21,262.9,135.0,149.5,96.0,140.5,109,8.1,4.0,1.0,False
MT,143.0,408,No,Yes,22,141.8,116.0,167.3,99.0,178.1,130,7.8,3.0,1.0,False
NM,90.0,415,No,No,0,167.5,96.0,139.1,104.0,138.4,87,13.0,1.0,1.0,False
OH,169.0,408,No,No,0,147.2,115.0,161.9,123.0,142.1,103,7.2,6.0,3.0,False
LA,53.0,415,No,No,0,145.1,116.0,233.7,82.0,208.7,95,7.9,5.0,2.0,False
MO,15.0,415,No,No,0,135.2,101.0,152.5,79.0,224.8,83,8.4,5.0,2.0,False
DC,123.0,408,No,Yes,28,124.7,105.0,250.4,78.0,216.4,128,7.8,8.0,1.0,False
TN,95.0,510,No,No,0,174.0,57.0,281.1,118.0,197.2,94,9.7,2.0,0.0,False
WA,82.0,510,No,No,0,265.2,122.0,178.7,102.0,174.7,90,10.7,9.0,2.0,False
RI,180.0,415,No,No,0,143.3,134.0,180.5,113.0,184.2,87,10.1,4.0,1.0,False
RI,125.0,408,No,No,0,113.0,108.0,169.2,107.0,156.6,61,9.2,5.0,2.0,True
OR,138.0,415,Yes,Yes,28,211.2,117.0,312.5,98.0,178.0,118,10.7,2.0,3.0,True
MA,90.0,408,No,No,0,157.9,72.0,234.0,93.0,210.0,86,12.2,5.0,2.0,False
NC,190.0,408,No,No,0,182.2,101.0,212.3,95.0,233.0,123,9.3,4.0,2.0,False
IA,143.0,510,No,Yes,33,141.4,130.0,186.4,114.0,210.0,111,7.7,6.0,1.0,False
IL,183.0,510,No,No,0,108.3,87.0,183.6,116.0,176.6,109,13.5,2.0,0.0,False
KY,58.0,415,No,No,0,247.2,116.0,303.7,103.0,105.4,94,9.3,2.0,2.0,True
TN,123.0,415,No,No,0,166.9,98.0,221.8,77.0,243.9,114,12.8,4.0,3.0,False
GA,155.0,510,No,No,0,71.2,90.0,304.4,119.0,183.3,103,8.6,4.0,0.0,False
MN,53.0,415,No,No,0,164.1,106.0,206.0,56.0,194.7,124,11.4,2.0,1.0,False
MT,101.0,415,No,No,0,154.4,130.0,217.2,101.0,185.4,52,13.9,4.0,1.0,False
ND,122.0,408,No,No,0,231.2,141.0,267.8,136.0,240.3,100,8.8,5.0,1.0,True
VA,163.0,415,No,No,0,202.9,100.0,178.6,46.5,203.8,116,12.8,3.0,3.5,False
ND,120.0,415,No,No,0,177.2,88.0,270.4,99.0,231.5,90,14.0,2.0,2.0,False
TN,196.0,415,No,No,0,133.1,80.0,206.5,120.0,221.6,96,10.3,8.0,1.0,False
NE,147.0,415,No,Yes,38,243.4,126.0,273.8,109.0,282.9,91,14.1,8.0,2.0,False
IN,81.0,408,No,Yes,46,168.3,124.0,270.9,103.0,222.5,98,6.7,2.0,3.5,False
OR,165.0,415,No,Yes,33,111.6,140.0,213.3,111.0,267.6,115,16.0,3.0,0.0,False
TN,115.0,415,No,No,0,206.2,113.0,176.4,102.0,297.1,119,11.0,7.0,1.0,False
TX,90.0,408,No,Yes,27,156.7,51.0,236.5,118.0,123.2,111,12.6,6.0,2.0,False
TN,37.0,415,No,No,0,221.0,126.0,204.5,110.0,118.0,98,6.8,3.0,3.5,False
NC,76.0,510,No,No,0,165.7,94.0,257.4,80.0,170.8,114,10.0,4.0,1.0,False
MT,109.0,510,No,No,0,154.8,82.0,287.7,109.0,208.4,80,5.9,9.0,3.0,False
HI,105.0,510,No,No,0,125.4,116.0,261.5,95.0,241.6,104,11.4,9.0,2.0,False
MI,74.0,415,No,No,0,124.8,114.0,133.0,121.0,160.3,85,10.6,7.0,3.0,False
AL,76.0,415,No,No,0,179.2,85.0,222.9,66.0,188.2,113,12.4,2.0,0.0,False
CT,116.0,415,No,No,0,245.9,73.0,240.1,87.0,158.7,89,8.9,5.0,3.0,False
UT,138.0,510,No,No,0,205.9,96.0,257.1,94.0,209.0,63,12.1,8.0,0.0,False
DC,102.0,415,No,No,0,186.8,92.0,173.7,123.0,250.9,131,9.7,4.0,2.0,False
UT,164.0,510,No,No,0,192.1,95.0,249.8,94.0,132.6,100,7.3,3.0,3.0,False
MN,125.0,415,No,No,0,240.7,82.0,269.4,85.0,187.1,74,10.1,3.0,0.0,True
SC,206.5,510,No,No,0,255.1,124.0,230.6,110.0,218.0,69,8.5,5.0,3.0,True
NH,116.0,408,No,Yes,24,183.6,138.0,203.8,90.0,166.9,89,6.0,3.0,2.0,False
MD,189.0,415,No,Yes,30,155.2,116.0,195.5,50.0,170.1,108,15.4,6.0,1.0,False
OK,84.0,510,No,No,0,203.4,125.0,182.9,88.0,213.7,121,13.8,2.0,1.0,False
NJ,182.0,415,No,No,0,279.1,124.0,180.5,108.0,217.5,104,9.5,10.5,2.0,True
HI,171.0,510,No,No,0,189.8,122.0,173.7,85.0,257.1,84,10.3,1.0,0.0,False
DE,90.0,415,No,No,0,198.5,124.0,266.6,100.0,243.3,80,8.0,7.0,2.0,False
AL,117.0,510,No,No,0,158.7,84.0,181.7,91.0,177.3,67,7.7,10.0,2.0,False
